Link,Titulo,Anfitriao,Tempo_Hospedando,Preco_Noite,Noites,Taxa_Limpeza,Preco_Total,Hospedes,Quartos,Camas,Banheiros,Latitude,Longitude,Endereco
https://www.airbnb.com.br/rooms/53637122?check_in=2026-03-10&check_out=2026-03-15,jacumã beach,Luciano,4 anos,N/A,N/A,N/A,N/A,6,2,5,2,-7.29541,-34.81761,"Rua José Albino Pimentel, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1271972809612779032?check_in=2026-03-10&check_out=2026-03-15,Casa em Jacumã com piscina,Anderson,3 anos,N/A,N/A,N/A,N/A,6,2,2,5,-7.29149,-34.80847,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1541388316853081980?check_in=2026-03-10&check_out=2026-03-15,Casa na praia de Jacumã - localização tranquila,Luana Patrícia,N/A,N/A,N/A,N/A,N/A,8,2,4,2,-7.2606,-34.8092,"Rua Pé de Serra, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/48092779?check_in=2026-03-10&check_out=2026-03-15,Apartamento para até seis pessoas em Carapibus,Dayana,7 anos,N/A,N/A,N/A,N/A,6,2,2,1,-7.29999,-34.80018,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/925376601217478520?check_in=2026-03-10&check_out=2026-03-15,Apartamento Praia de Tabatinga,Rayanne,3 anos,N/A,N/A,N/A,N/A,5,2,2,1,-7.31125,-34.80765,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/37495977?check_in=2026-03-10&check_out=2026-03-15,A beira mar de Carapibus! Praia paradisíaca! AP307,Almira,6 anos,N/A,N/A,N/A,N/A,6,2,3,2,-7.3008,-34.80012,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1584756607087171309?check_in=2026-03-10&check_out=2026-03-15,Casa em Carapibus,Elisene Anailde De Araújo,N/A,N/A,N/A,N/A,N/A,10,3,6,3,-7.2934,-34.8074,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/656252791404257604?check_in=2026-03-10&check_out=2026-03-15,Paraíso no Paraiso I para 15 hóspedes/ 5 suítes-2P,⁨LuizandTom (ParadiseinParaiso)⁩,N/A,N/A,N/A,N/A,N/A,15,5,9,5,-7.3136,-34.8029,"Rua Ouricuri, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1363908773947075845?check_in=2026-03-10&check_out=2026-03-15,Litoral Sul João Pessoa pé na areia mar e piscina.,João Franca,N/A,N/A,N/A,N/A,N/A,6,2,2,1,-7.30803,-34.8019,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1150036920415115979?check_in=2026-03-10&check_out=2026-03-15,Apartamento em Jacumã,Erismar,2 anos,N/A,N/A,N/A,N/A,5,1,3,2,-7.2853,-34.8076,"Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/966666370556519651?check_in=2026-03-10&check_out=2026-03-15,Praia de Carapibus,Suellen,2 anos,N/A,N/A,N/A,N/A,12,3,7,1,-7.2967,-34.8067,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1359290120907474494?check_in=2026-03-10&check_out=2026-03-15,Chalé em Tambaba/ Praia de Arapuca,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,0,-7.3522,-34.8026,"Acesso a Tambaba, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1542076364829256292?check_in=2026-03-10&check_out=2026-03-15,Flat a Beira Mar em Carapibus PB,Pedro Ventura,N/A,N/A,N/A,N/A,N/A,4,1,2,1,-7.2991,-34.7994,"Bar Nativos, Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1542809047364544995?check_in=2026-03-10&check_out=2026-03-15,Quarto Paraíso apenas para mulheres,Monserrat,9 anos,N/A,N/A,N/A,N/A,1,1,1,1,-7.29302,-34.80875,"Rua Joaquim Francisco, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1308566248583976549?check_in=2026-03-10&check_out=2026-03-15,Bangalô 7 Carapibus,Aline Navarro,1 anos,N/A,N/A,N/A,N/A,9,3,6,3,-7.2959,-34.8035,"Rua joaquim Francisco I, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/53931437?check_in=2026-03-10&check_out=2026-03-15,Paraíso no Paraiso I para 19 hóspedes / 7 suítes-2P,⁨LuizandTom (ParadiseinParaiso)⁩,N/A,N/A,N/A,N/A,N/A,16,7,12,5,-7.3136,-34.8029,"Rua Ouricuri, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1398039617395184424?check_in=2026-03-10&check_out=2026-03-15,condomínio império Residence,Suzi,N/A,N/A,N/A,N/A,N/A,4,2,3,2,-7.21676,-34.83632,"Rua Domingos José da Paixao, Muçumagro, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58067-235, Brasil"
https://www.airbnb.com.br/rooms/1471832453526504418?check_in=2026-03-10&check_out=2026-03-15,Linda casa perto da praia.,Agadeilton,4 anos,N/A,N/A,N/A,N/A,10,4,4,4,-7.2841,-34.8118,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/30905930?check_in=2026-03-10&check_out=2026-03-15,Relax a 4 minutos de carro para a praia,Claudia,N/A,N/A,N/A,N/A,N/A,4,2,3,2,-7.30682,-34.80712,"Rodovia Ministro Abelardo Jurema Araújo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/787830953252196827?check_in=2026-03-10&check_out=2026-03-15,Apartamento em Jacumã,Amanda,3 anos,N/A,N/A,N/A,N/A,6,1,2,1,-7.28703,-34.80483,"Rua Moça, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/53439636?check_in=2026-03-10&check_out=2026-03-15,Cobertura Localização Privilegiada em Jacuma,Rita Cristina,N/A,N/A,N/A,N/A,N/A,8,3,4,5,-7.28901,-34.80186,"Rua dos Guarapes, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/649745343099431919?check_in=2026-03-10&check_out=2026-03-15,Paraíso no Paraiso I para 11 hóspedes / 4 suítes-1P,⁨LuizandTom (ParadiseinParaiso)⁩,4 anos,N/A,N/A,N/A,N/A,11,4,7,5,-7.3137,-34.8029,"Rua Ouricuri, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/31069492?check_in=2026-03-10&check_out=2026-03-15,Apartamento para até seis pessoas em Tabatinga,Dayana,7 anos,N/A,N/A,N/A,N/A,6,2,4,1,-7.26075,-34.80591,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1548589746878198489?check_in=2026-03-10&check_out=2026-03-15,"Flat Lua, localizado na principal de Jacumã.",Josenilva Valério Santos,N/A,N/A,N/A,N/A,N/A,5,1,3,1,-7.28731,-34.80285,"Avenida Ilza Ribeiro PB-008, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1086794430334756066?check_in=2026-03-10&check_out=2026-03-15,Flat Pé Na Areia frente ao mar,Valkiria,N/A,N/A,N/A,N/A,N/A,4,1,2,1,-7.3154,-34.8023,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1320212244108100349?check_in=2026-03-10&check_out=2026-03-15,Casa com Piscina - Perto da Praia - Jacumã,Lea,1 anos,N/A,N/A,N/A,N/A,13,3,8,4,-7.2978,-34.8098,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/949154546476211238?check_in=2026-03-10&check_out=2026-03-15,Dona Catarina,Catarina,3 anos,N/A,N/A,N/A,N/A,6,3,3,1,-7.2935,-34.8093,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1597498743309915065?check_in=2026-03-10&check_out=2026-03-15,Praia do Litoral Sul PB | Apto em Carapibus Conde,Emanuel,N/A,N/A,N/A,N/A,N/A,7,2,4,1,-7.2837,-34.8228,"Rodovia Contorno de Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/37498900?check_in=2026-03-10&check_out=2026-03-15,A beira mar de Carapibus! Praia paradisíaca! AP308,Almira,6 anos,N/A,N/A,N/A,N/A,4,1,1,1,-7.30122,-34.79886,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1512452602317339244?check_in=2026-03-10&check_out=2026-03-15,Casa de Praia Jacumã,Marcelo,N/A,N/A,N/A,N/A,N/A,10,2,4,3,-7.27395,-34.80922,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/971929607780506070?check_in=2026-03-10&check_out=2026-03-15,Sua casa perfeita em Jacumã,Luiz,N/A,N/A,N/A,N/A,N/A,8,2,4,5,-7.26916,-34.81334,"PB-008, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1298870672703182379?check_in=2026-03-10&check_out=2026-03-15,Apartamento em João Pessoa/Jacumã,Gilvanice,1 anos,N/A,N/A,N/A,N/A,5,2,4,2,-7.2875,-34.8023,"Rua Doutor Almir Correia, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/15632599?check_in=2026-03-10&check_out=2026-03-15,Qualidade e conforto na belíssima Praia de Jacumã!,Sara,9 anos,N/A,N/A,N/A,N/A,6,2,4,2,-7.2862,-34.8041,"Rua Daniel Albuquerque, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1609652615136386417?check_in=2026-03-10&check_out=2026-03-15,Cantinho Tabatinga 02,⁨Casa Tabatinga 02⁩,N/A,N/A,N/A,N/A,N/A,2,1,1,1,-7.31735,-34.80569,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/860884748308884546?check_in=2026-03-10&check_out=2026-03-15,Casa em Jacumã - PB,Mário,3 anos,N/A,N/A,N/A,N/A,15,4,11,5,-7.2726,-34.8059,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1304462083353196236?check_in=2026-03-10&check_out=2026-03-15,Casa de campo e praia.,Antonio,1 anos,N/A,N/A,N/A,N/A,9,4,6,4,-7.2711,-34.87384,"Rodovia dos Tabajaras, Ipiranga, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58322-000, Brasil"
https://www.airbnb.com.br/rooms/1555226316816354322?check_in=2026-03-10&check_out=2026-03-15,casa em carapibus,Carla,N/A,N/A,N/A,N/A,N/A,6,2,3,2,-7.2937,-34.81,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1285738595338638538?check_in=2026-03-10&check_out=2026-03-15,"Casa praia do amor, Jacumã",Vinicius,1 anos,N/A,N/A,N/A,N/A,6,2,5,2,-7.2709,-34.807,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1532267716803867588?check_in=2026-03-10&check_out=2026-03-15,Apartamento com vista para o mar – Brisas de Carapibus,Veridiano,N/A,N/A,N/A,N/A,N/A,4,2,3,2,-7.2987,-34.8011,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1355835223109665933?check_in=2026-03-10&check_out=2026-03-15,Benjamin 's B&B vista para o mar,N/A,N/A,N/A,N/A,N/A,N/A,0,5,0,0,-7.29665,-34.80148,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/877741985769020184?check_in=2026-03-10&check_out=2026-03-15,Casa em Carapibus com Piscina,Riane,3 anos,N/A,N/A,N/A,N/A,6,2,4,3,-7.2972,-34.8084,"Rodovia Ministro Abelardo Jurema Araújo, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1309483994126009195?check_in=2026-03-10&check_out=2026-03-15,Casa em Jacumã,Cledna,1 anos,N/A,N/A,N/A,N/A,10,3,5,3,-7.26384,-34.81593,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58067-241, Brasil"
https://www.airbnb.com.br/rooms/803821908510177830?check_in=2026-03-10&check_out=2026-03-15,Casa de praia condomínio fechado,Vitor,3 anos,N/A,N/A,N/A,N/A,8,3,4,5,-7.3182,-34.8076,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/780238858834018745?check_in=2026-03-10&check_out=2026-03-15,Flat Frente Mar - Praia de Tabatinga,Rômulo Pereira,N/A,N/A,N/A,N/A,N/A,6,1,3,1,-7.3152,-34.802,"Rua Ouricuri, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1507463217239875004?check_in=2026-03-10&check_out=2026-03-15,"Ap 2 quartos, beira mar Luxo e sossego",Juliana Ferreira Rodrigues,N/A,N/A,N/A,N/A,N/A,6,2,5,5,-7.29062,-34.80294,"Rua Carmelita Ribeiro, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/48147153?check_in=2026-03-10&check_out=2026-03-15,Chalé Tabatinga,Eclésia,N/A,N/A,N/A,N/A,N/A,2,1,1,1,-7.30904,-34.80204,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/32915412?check_in=2026-03-10&check_out=2026-03-15,Duplex Condomínio Riviera do Atlântico,Valéria,7 anos,N/A,N/A,N/A,N/A,8,3,3,2,-7.28462,-34.8059,"Rua José Salu Soares, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1033245469980366805?check_in=2026-03-10&check_out=2026-03-15,Bangalô 601,Rosangela,2 anos,N/A,N/A,N/A,N/A,8,3,6,2,-7.2838,-34.805,"Rua Antônia Ribeiro, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1247306948754695846?check_in=2026-03-10&check_out=2026-03-15,Casa Praia a 1 km das Piscinas Naturais Carapibus,Clayton,1 anos,N/A,N/A,N/A,N/A,12,4,6,3,-7.29252,-34.80869,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1015556432600439734?check_in=2026-03-10&check_out=2026-03-15,Refúgio 100m da praia com conforto e sofisticação,Luzy,N/A,N/A,N/A,N/A,N/A,4,2,3,2,-7.28846,-34.80164,"Rua Doutor Almir Correia, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1413270196882516413?check_in=2026-03-10&check_out=2026-03-15,Tabatinga aconchego,Janailson,N/A,N/A,N/A,N/A,N/A,3,1,1,2,-7.309,-34.8075,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1526324841471047073?check_in=2026-03-10&check_out=2026-03-15,Flat Pérola da Praia,Jade,3 anos,N/A,N/A,N/A,N/A,6,1,2,1,-7.29171,-34.80771,"Rua Porto do Sol, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1061503946850204770?check_in=2026-03-10&check_out=2026-03-15,Flat brisa de Jacuma,Jamerson,2 anos,N/A,N/A,N/A,N/A,0,0,3,0,-7.2616,-34.80922,"Rua Caxangá, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1579734160993365638?check_in=2026-03-10&check_out=2026-03-15,Recanto Dutra Beach House,Laísa,N/A,N/A,N/A,N/A,N/A,8,4,5,5,-7.30085,-34.82046,"Assentamento Dona Antônia, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/30402939?check_in=2026-03-10&check_out=2026-03-15,SHOW - Casa á beira mar c/ Piscina Praia Carapibus,Miguel Lisboa,7 anos,N/A,N/A,N/A,N/A,7,3,4,3,-7.30031,-34.7994,"Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1363350175551061525?check_in=2026-03-10&check_out=2026-03-15,Lindo apartamento em João Pessoa,Luciana,N/A,N/A,N/A,N/A,N/A,5,2,3,1,-7.21506,-34.83818,"Rua Euclides Nunes Machado, Muçumagro, João Pessoa, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58064-580, Brasil"
https://www.airbnb.com.br/rooms/1175861798703388182?check_in=2026-03-10&check_out=2026-03-15,Pousada Casinhas da Praia,Marcia Nasiasene,8 anos,N/A,N/A,N/A,N/A,0,5,0,0,-7.31489,-34.80434,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/53311633?check_in=2026-03-10&check_out=2026-03-15,Lidi House Carapibus - Seu Refúgio de Férias,Raniere Rodrigues,N/A,N/A,N/A,N/A,N/A,8,2,7,2,-7.3029,-34.7997,"Aruanã Pousada, Rua Rodrigo Nunes, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1579387669469475185?check_in=2026-03-10&check_out=2026-03-15,Casa em carapibus/ jacumã,Karolyne,N/A,N/A,N/A,N/A,N/A,8,2,4,2,-7.3024,-34.8042,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1555949185593375248?check_in=2026-03-10&check_out=2026-03-15,Casa de praia jacumã/João Pessoa,Maurilio,N/A,N/A,N/A,N/A,N/A,13,3,9,3,-7.2957,-34.8061,"Rua joaquim Francisco I, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/5773642?check_in=2026-03-10&check_out=2026-03-15,Casa de frente ao mar em Carapibus,Felipe,11 anos,N/A,N/A,N/A,N/A,10,4,6,3,-7.29632,-34.80051,"Rua Luiz Caldas de Sa Bento, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/52860019?check_in=2026-03-10&check_out=2026-03-15,Casa de 2 andares com piscina e estacionamento.,Waldir Carlos Costa,9 anos,N/A,N/A,N/A,N/A,16,6,5,4,-7.2988,-34.8134,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/1024635475176112229?check_in=2026-03-10&check_out=2026-03-15,Casa em Jacumã-PB,Isabella,2 anos,N/A,N/A,N/A,N/A,15,4,13,4,-7.28267,-34.80572,"Rua Amaury dos Santos, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/534813184872146842?check_in=2026-03-10&check_out=2026-03-15,Frente ao mar,Priscilla,5 anos,N/A,N/A,N/A,N/A,4,1,2,1,-7.28824,-34.83915,"Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, 58322-000, Brasil"
https://www.airbnb.com.br/rooms/41154301?check_in=2026-03-10&check_out=2026-03-15,"Apto amplo, completo, sossego e excelente ambiente",Monica,6 anos,N/A,N/A,N/A,N/A,6,1,3,1,-7.26126,-34.80975,"Rua Pé de Serra, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/53228926?check_in=2026-03-10&check_out=2026-03-15,Bangalô beira-mar na Praia de Coqueirinho PB,Felipe,4 anos,N/A,N/A,N/A,N/A,6,2,4,2,-7.33495,-34.79507,"Rua Coqueirinho, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/47436307?check_in=2026-03-10&check_out=2026-03-15,Flat Res Granito e Jasmim Jacumã Conde-Pb,Franci,N/A,N/A,N/A,N/A,N/A,5,1,6,1,-7.2615,-34.8087,"Rua Caxangá, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
https://www.airbnb.com.br/rooms/34284612?check_in=2026-03-10&check_out=2026-03-15,Cobertura privada na avenida principal de Jacuma,Lucelia,7 anos,N/A,N/A,N/A,N/A,15,3,2,5,-7.2884,-34.803,"Avenida Ilza Ribeiro PB-008, Jacumã, Conde, Região Geográfica Imediata de João Pessoa, Região Metropolitana de João Pessoa, Região Geográfica Intermediária de João Pessoa, Paraíba, Região Nordeste, Brasil"
